no_of_gears,city_mpg,highway_mpg,car_volume,Power_Index,Car_Age,Avg_MPG,displacement,cylinders,hp,torque
6.0,16,22,128925,30.169132725060102,13,19.0,3.5,6.0,355.0,350.0
6.0,17,24,128925,22.265669785819007,13,20.5,3.5,6.0,262.0,248.0
6.0,16,23,128925,22.265669785819007,13,19.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,13,19.0,3.5,6.0,355.0,350.0
5.0,27,33,308416,9.256909104415161,15,30.0,1.5,4.0,117.0,106.0
5.0,28,35,308416,9.256909104415161,15,31.5,1.5,4.0,117.0,106.0
5.0,27,33,308416,9.256909104415161,15,30.0,1.5,4.0,117.0,106.0
5.0,27,33,308416,9.256909104415161,15,30.0,1.5,4.0,117.0,106.0
6.0,17,24,128925,22.265669785819007,14,20.5,3.5,6.0,262.0,248.0
6.0,17,24,128925,22.265669785819007,14,20.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,22.265669785819007,14,19.0,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,14,19.0,3.5,6.0,355.0,350.0
6.0,17,24,128925,22.265669785819007,14,20.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,22.265669785819007,14,19.0,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,14,19.0,3.5,6.0,355.0,350.0
6.0,17,24,128925,22.265669785819007,14,20.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,22.265669785819007,14,19.0,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,14,19.0,3.5,6.0,355.0,350.0
5.0,20,28,628603,12.05878988125594,15,24.0,2.5,4.0,161.0,161.0
5.0,20,28,628603,12.05878988125594,15,24.0,2.5,4.0,161.0,161.0
6.0,18,25,628603,18.275433111965526,15,21.5,2.3,4.0,244.0,258.0
6.0,17,23,628603,18.275433111965526,15,20.0,2.3,4.0,244.0,258.0
6.0,18,25,628603,18.275433111965526,15,21.5,2.3,4.0,244.0,258.0
6.0,17,23,628603,18.275433111965526,15,20.0,2.3,4.0,244.0,258.0
6.0,23,31,163560,13.744340437474856,14,27.0,2.0,4.0,165.0,146.0
6.0,22,31,201724,14.408914407029888,14,26.5,2.4,4.0,176.0,168.0
6.0,22,31,201724,13.917701415881142,14,26.5,2.4,4.0,170.0,163.0
6.0,21,28,201724,14.408914407029888,14,24.5,2.4,4.0,176.0,168.0
6.0,21,28,201724,13.917701415881142,14,24.5,2.4,4.0,170.0,163.0
6.0,21,28,201724,14.408914407029888,14,24.5,2.4,4.0,176.0,168.0
6.0,22,31,201724,13.917701415881142,14,26.5,2.4,4.0,170.0,163.0
5.0,20,27,163560,13.744340437474856,14,23.5,2.0,4.0,165.0,146.0
6.0,21,28,201724,13.917701415881142,14,24.5,2.4,4.0,170.0,163.0
6.0,22,31,201724,14.408914407029888,14,26.5,2.4,4.0,176.0,168.0
6.0,11,20,4119060,28.23164379426043,13,15.5,4.2,8.0,430.0,316.0
6.0,12,19,4327620,33.212201994492155,13,15.5,5.2,10.0,507.5,391.0
6.0,17,24,128925,22.265669785819007,15,20.5,3.5,6.0,262.0,248.0
6.0,17,24,128925,22.265669785819007,15,20.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,22.265669785819007,15,19.0,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,15,19.0,3.5,6.0,355.0,350.0
6.0,17,24,128925,22.265669785819007,15,20.5,3.5,6.0,262.0,248.0
6.0,16,22,128925,22.265669785819007,15,19.0,3.5,6.0,262.0,248.0
6.0,16,22,128925,30.169132725060102,15,19.0,3.5,6.0,355.0,350.0
6.0,17,24,6036173,17.485114198788718,14,20.5,3.7,6.0,273.0,270.0
6.0,16,22,6036173,17.485114198788718,14,19.0,3.7,6.0,273.0,270.0
6.0,17,24,6036173,17.485114198788718,14,20.5,3.7,6.0,273.0,270.0
6.0,16,22,6036173,17.485114198788718,14,19.0,3.7,6.0,273.0,270.0
6.0,17,24,6036173,17.485114198788718,14,20.5,3.7,6.0,273.0,270.0
6.0,16,22,6036173,17.485114198788718,14,19.0,3.7,6.0,273.0,270.0
6.0,18,26,177600,16.546299589732314,14,22.0,2.0,4.0,200.0,207.0
6.0,20,25,177600,16.546299589732314,14,22.5,2.0,4.0,200.0,207.0
6.0,20,25,177600,16.546299589732314,14,22.5,2.0,4.0,200.0,207.0
6.0,20,25,180000,16.52794530039337,14,22.5,2.0,4.0,200.0,207.0
6.0,14,19,3764610,18.492644601083953,15,16.5,3.6,6.0,280.0,265.0
6.0,18,25,3764610,14.860160840156748,15,21.5,3.0,6.109942448898591,225.0,406.0
7.0,14,21,2164600,26.186361080699847,15,17.5,5.5,8.0,382.0,391.0
5.0,11,17,2164600,34.789471854594694,15,14.0,5.5,12.0,507.5,552.5
7.0,11,18,2164600,34.789471854594694,15,14.5,6.2,8.0,507.5,465.0
5.0,11,17,2164600,34.789471854594694,15,14.0,6.0,12.0,507.5,552.5
6.0,18,28,250668,18.500809247876848,14,23.0,3.0,6.0,230.0,200.0
6.0,18,27,250668,18.500809247876848,14,22.5,3.0,6.0,230.0,200.0
6.0,19,28,250668,24.131490323317628,14,23.5,3.0,6.0,300.0,300.0
5.0,12,18,2500113,34.449176931500205,14,15.0,5.5,12.0,507.5,552.5
7.0,15,21,2164600,34.789471854594694,14,18.0,5.5,8.0,507.5,552.5
7.0,15,23,2500113,29.12058503175091,14,19.0,4.6,8.0,429.0,516.0
5.0,12,18,2164600,34.789471854594694,14,15.0,6.0,12.0,507.5,552.5
6.0,18,25,241173,24.20667866810027,15,21.5,3.0,6.0,300.0,300.0
6.0,18,25,241173,24.20667866810027,15,21.5,3.0,6.0,300.0,300.0
6.0,18,28,269658,18.392770204013885,15,23.0,3.0,6.0,230.0,200.0
6.0,18,28,269658,18.392770204013885,15,23.0,3.0,6.0,230.0,200.0
6.0,23,31,201724,14.408914407029888,15,27.0,2.4,4.0,176.0,168.0
6.0,22,30,163560,14.66062979997318,15,26.0,2.4,4.0,176.0,168.0
6.0,21,28,201724,13.917701415881142,15,24.5,2.4,4.0,170.0,163.0
6.0,21,28,201724,14.408914407029888,15,24.5,2.4,4.0,176.0,168.0
6.0,21,28,163560,14.66062979997318,15,24.5,2.4,4.0,176.0,168.0
6.0,21,28,163560,14.160835602246822,15,24.5,2.4,4.0,170.0,163.0
6.0,23,31,201724,13.917701415881142,15,27.0,2.4,4.0,170.0,163.0
6.0,23,31,163560,14.66062979997318,15,27.0,2.4,4.0,176.0,168.0
6.0,23,31,163560,14.160835602246822,15,27.0,2.4,4.0,170.0,163.0
6.0,20,28,241173,24.20667866810027,14,24.0,3.0,6.0,300.0,300.0
6.0,18,28,269658,18.392770204013885,14,23.0,3.0,6.0,230.0,200.0
6.0,18,28,269658,18.392770204013885,14,23.0,3.0,6.0,230.0,200.0
7.0,14,21,561058,28.857235317281976,15,17.5,5.5,8.0,382.0,391.0
7.0,12,18,456383,37.19493693794182,15,15.0,6.2,8.0,507.0,465.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
7.0,12,18,561058,37.19493693794182,14,15.0,6.2,8.0,507.0,465.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
5.0,17,25,669530,19.7549893097759,13,21.0,3.8,6.0,265.0,262.0
4.0,20,28,669530,12.076634974278099,13,24.0,2.4,4.0,162.0,162.0
4.0,20,28,669530,12.076634974278099,13,24.0,2.4,4.0,162.0,162.0
5.0,20,28,669530,12.076634974278099,13,24.0,2.4,4.0,162.0,162.0
4.0,20,28,669530,12.076634974278099,13,24.0,2.4,4.0,162.0,162.0
4.0,20,28,669530,12.076634974278099,14,24.0,2.4,4.0,162.0,162.0
5.0,20,28,669530,12.076634974278099,14,24.0,2.4,4.0,162.0,162.0
4.0,20,28,669530,12.076634974278099,14,24.0,2.4,4.0,162.0,162.0
5.0,17,25,669530,19.7549893097759,14,21.0,3.8,6.0,265.0,262.0
5.0,16,24,669530,19.7549893097759,15,20.0,3.8,6.0,265.0,262.0
5.0,20,28,669530,12.076634974278099,15,24.0,2.4,4.0,162.0,162.0
4.0,20,27,669530,12.076634974278099,15,23.5,2.4,4.0,162.0,162.0
4.0,20,27,669530,12.076634974278099,15,23.5,2.4,4.0,162.0,162.0
6.0,16,25,669530,19.7549893097759,15,20.5,3.8,6.0,265.0,262.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
4.0,22,28,42624,16.791435766921737,15,25.0,2.5,4.0,179.0,172.0
4.0,21,27,42624,16.791435766921737,15,24.0,2.5,4.0,179.0,172.0
5.0,19,27,42624,25.23405710224551,15,23.0,3.5,6.0,269.0,246.0
5.0,19,26,42624,25.23405710224551,15,22.5,3.5,6.0,269.0,246.0
4.0,22,28,154752,14.979598987310196,15,25.0,2.5,4.0,179.0,172.0
4.0,21,27,154752,14.979598987310196,15,24.0,2.5,4.0,179.0,172.0
5.0,19,27,154752,22.511240936237108,15,23.0,3.5,6.0,269.0,246.0
5.0,19,26,154752,22.511240936237108,15,22.5,3.5,6.0,269.0,246.0
4.0,22,28,154752,14.979598987310196,15,25.0,2.5,4.0,179.0,172.0
4.0,21,27,154752,14.979598987310196,15,24.0,2.5,4.0,179.0,172.0
5.0,19,27,154752,22.511240936237108,15,23.0,3.5,6.0,269.0,246.0
5.0,19,26,154752,22.511240936237108,15,22.5,3.5,6.0,269.0,246.0
4.0,20,27,886420,11.829180252869651,13,23.5,2.4,4.0,162.0,162.0
4.0,20,27,886420,11.829180252869651,13,23.5,2.4,4.0,162.0,162.0
5.0,16,24,886420,19.35020226549665,13,20.0,3.8,6.0,265.0,262.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,14,20.0,6.2,8.0,430.0,424.0
4.0,20,27,886420,11.829180252869651,14,23.5,2.4,4.0,162.0,162.0
5.0,16,24,886420,19.35020226549665,14,20.0,3.8,6.0,265.0,262.0
5.0,16,24,1027870,19.143248976583926,15,20.0,3.8,6.0,265.0,262.0
4.0,19,26,952430,11.767463637094876,15,22.5,2.4,4.0,162.0,162.0
4.0,15,21,4233306,14.74588510351725,14,18.0,3.8,6.0,225.0,255.0
4.0,15,21,4233306,14.74588510351725,14,18.0,3.8,6.0,225.0,255.0
4.0,15,19,4233306,14.74588510351725,14,17.0,3.8,6.0,225.0,255.0
4.0,15,21,4233306,14.74588510351725,15,18.0,3.8,6.0,225.0,255.0
4.0,15,21,4233306,14.74588510351725,15,18.0,3.8,6.0,225.0,255.0
4.0,15,19,4233306,14.74588510351725,15,17.0,3.8,6.0,225.0,255.0
4.0,21,30,2175110,10.96446876096325,14,25.5,2.4,4.0,160.0,157.0
4.0,21,30,2141300,10.976252492999857,14,25.5,2.4,4.0,160.0,157.0
4.0,21,30,2141300,10.976252492999857,15,25.5,2.4,4.0,160.0,157.0
4.0,21,30,2175110,10.96446876096325,15,25.5,2.4,4.0,160.0,157.0
6.0,14,19,2152325,34.80303957629122,14,16.5,6.2,8.0,507.5,551.0
6.0,12,18,2152325,34.80303957629122,14,15.0,6.2,8.0,507.5,551.0
5.0,24,33,9460344,9.157696048875428,14,28.5,2.0,4.0,148.0,146.0
5.0,24,33,9460344,9.157696048875428,14,28.5,2.0,4.0,148.0,146.0
5.0,22,31,9460344,10.395222541966703,14,26.5,2.4,4.0,168.0,167.0
5.0,22,31,9460344,9.405201347493684,15,26.5,2.0,4.0,152.0,146.0
5.0,20,28,9460344,10.395222541966703,15,24.0,2.4,4.0,168.0,167.0
5.0,22,31,9460344,9.405201347493684,15,26.5,2.0,4.0,152.0,146.0
6.0,16,21,463437,19.92882666336157,15,18.5,3.8,6.0,260.0,257.0
6.0,14,19,17150,37.19493693794182,15,16.5,6.2,8.0,507.5,551.0
6.0,12,18,17150,37.19493693794182,15,15.0,6.2,8.0,507.5,551.0
6.0,12,18,2556000,34.39755765082113,14,15.0,6.2,8.0,507.5,551.0
6.0,14,19,2556000,34.39755765082113,14,16.5,6.2,8.0,507.5,551.0
6.0,14,19,113484,37.19493693794182,14,16.5,6.2,8.0,507.5,551.0
6.0,12,18,113484,37.19493693794182,14,15.0,6.2,8.0,507.5,551.0
6.0,16,26,2373707,18.39241586737854,14,21.0,3.0,6.0,270.0,223.0
6.0,18,27,2373707,18.39241586737854,14,22.5,3.0,6.0,270.0,223.0
6.0,18,27,2373707,18.39241586737854,14,22.5,3.0,6.0,270.0,223.0
6.0,16,26,2373707,18.39241586737854,14,21.0,3.0,6.0,270.0,223.0
6.0,18,27,2373707,18.39241586737854,14,22.5,3.0,6.0,270.0,223.0
6.0,18,27,2373707,18.39241586737854,14,22.5,3.0,6.0,270.0,223.0
6.0,18,27,2373707,18.39241586737854,14,22.5,3.0,6.0,270.0,223.0
6.0,16,25,2373707,20.708497865492873,14,20.5,3.6,6.0,304.0,273.0
6.0,18,27,2373707,20.708497865492873,14,22.5,3.6,6.0,304.0,273.0
6.0,18,27,21854,27.021116983203942,15,22.5,3.0,6.0,270.0,223.0
6.0,16,25,2373707,20.708497865492873,14,20.5,3.6,6.0,304.0,273.0
6.0,18,27,2373707,20.708497865492873,14,22.5,3.6,6.0,304.0,273.0
6.0,18,27,2373707,20.708497865492873,14,22.5,3.6,6.0,304.0,273.0
6.0,16,26,2373707,18.39241586737854,15,21.0,3.0,6.0,270.0,223.0
6.0,14,20,3438159,20.597394877902545,14,17.0,4.6,8.0,310.0,327.0
6.0,14,19,3438159,20.597394877902545,14,16.5,4.6,8.0,310.0,327.0
6.0,13,18,3438159,25.314862737035064,14,15.5,5.7,8.0,381.0,401.0
6.0,12,17,3438159,25.314862737035064,14,14.5,5.7,8.0,381.0,401.0
6.0,14,18,3438159,25.314862737035064,14,16.0,5.7,8.0,381.0,401.0
6.0,13,18,3438159,25.314862737035064,14,15.5,5.7,8.0,381.0,401.0
6.0,12,17,3438159,25.314862737035064,14,14.5,5.7,8.0,381.0,401.0
6.0,14,18,3438159,25.314862737035064,14,16.0,5.7,8.0,381.0,401.0
6.0,13,18,3438159,25.314862737035064,14,15.5,5.7,8.0,381.0,401.0
6.0,12,17,3438159,25.314862737035064,14,14.5,5.7,8.0,381.0,401.0
6.0,17,26,5831176,14.763720052464947,15,21.5,3.0,6.0,230.0,200.0
6.0,17,26,5831176,19.257026155389063,15,21.5,3.0,6.0,300.0,300.0
6.0,17,26,5831176,19.257026155389063,15,21.5,3.0,6.0,300.0,300.0
6.0,18,27,5831176,14.763720052464947,15,22.5,3.0,6.0,230.0,200.0
5.0,17,24,13068,31.335730481401047,16,20.5,3.5,6.0,297.0,253.0
5.0,16,23,13068,31.335730481401047,16,19.5,3.5,6.0,297.0,253.0
5.0,17,24,13068,31.335730481401047,16,20.5,3.5,6.0,297.0,253.0
5.0,16,23,13068,31.335730481401047,16,19.5,3.5,6.0,297.0,253.0
7.0,15,22,2651103,25.827412401046036,14,18.5,5.5,8.0,382.0,391.0
7.0,17,25,2651103,18.119755297068945,14,21.0,3.5,6.0,268.0,258.0
6.0,17,26,308256,18.198089820974644,14,21.5,3.0,6.0,230.0,200.0
6.0,19,28,308256,23.736638896923452,14,23.5,3.0,6.0,300.0,300.0
6.0,18,27,308256,18.198089820974644,14,22.5,3.0,6.0,230.0,200.0
6.0,18,26,269724,25.589440363038687,14,22.0,3.0,6.0,320.0,332.0
6.0,19,28,308256,23.736638896923452,14,23.5,3.0,6.0,300.0,300.0
5.0,17,24,8712,32.73603320636476,15,20.5,3.5,6.0,297.0,253.0
5.0,16,23,8712,32.73603320636476,15,19.5,3.5,6.0,297.0,253.0
5.0,17,24,8712,32.73603320636476,15,20.5,3.5,6.0,297.0,253.0
5.0,16,23,8712,32.73603320636476,15,19.5,3.5,6.0,297.0,253.0
7.0,15,23,2651103,25.827412401046036,15,19.0,5.5,8.0,382.0,391.0
7.0,17,26,2651103,18.119755297068945,15,21.5,3.5,6.0,268.0,258.0
7.0,17,26,2515149,18.18447923252609,14,21.5,3.5,6.0,268.0,258.0
7.0,15,23,2515149,25.919668159794654,14,19.0,5.5,8.0,382.0,391.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,15,20.0,6.2,8.0,430.0,424.0
7.0,17,24,57350,24.459371323155295,15,20.5,3.5,6.0,268.0,258.0
7.0,15,23,124875,32.55198201913173,15,19.0,5.5,8.0,382.0,391.0
7.0,16,24,124875,32.55198201913173,15,20.0,5.5,8.0,382.0,391.0
7.0,18,26,57350,24.459371323155295,15,22.0,3.5,6.0,268.0,258.0
7.0,13,20,652212,37.19493693794182,15,16.5,6.2,8.0,507.5,465.0
6.0,18,28,5734846,14.779523283912523,15,23.0,3.0,6.0,230.0,200.0
6.0,17,25,6955026,19.041603997833146,15,21.0,3.0,6.0,300.0,300.0
6.0,17,25,6955026,14.598563065005411,15,21.0,3.0,6.0,230.0,200.0
6.0,17,26,5734846,19.277639065972856,15,21.5,3.0,6.0,300.0,300.0
6.0,17,26,5734846,19.277639065972856,15,21.5,3.0,6.0,300.0,300.0
6.0,18,28,5734846,14.779523283912523,15,23.0,3.0,6.0,230.0,200.0
6.0,17,25,6955026,14.598563065005411,15,21.0,3.0,6.0,230.0,200.0
6.0,16,25,6955026,19.041603997833146,15,20.5,3.0,6.0,300.0,300.0
6.0,14,21,3520260,33.66713955568861,13,17.5,6.2,8.0,507.5,552.5
6.0,14,21,3520260,33.66713955568861,13,17.5,6.2,8.0,507.5,552.5
6.0,14,20,3520260,33.66713955568861,14,17.0,6.2,8.0,507.5,552.5
6.0,14,20,3520260,33.66713955568861,14,17.0,6.2,8.0,507.5,552.5
6.0,14,20,3520260,33.66713955568861,15,17.0,6.2,8.0,507.5,552.5
6.0,14,20,3520260,33.66713955568861,15,17.0,6.2,8.0,507.5,552.5
6.0,21,28,9460344,12.24126972379206,14,24.5,2.5,4.0,200.0,180.0
6.0,24,31,9460344,8.564928976034528,14,27.5,2.0,4.0,140.0,147.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,18,27,337896,23.565459720361222,14,22.5,3.0,6.0,300.0,300.0
6.0,18,28,278616,18.344828503790477,14,23.0,3.0,6.0,230.0,200.0
6.0,17,25,337896,18.066852452276937,14,21.0,3.0,6.0,230.0,200.0
6.0,19,28,278616,23.928037178857146,14,23.5,3.0,6.0,300.0,300.0
6.0,18,28,278616,18.344828503790477,14,23.0,3.0,6.0,230.0,200.0
6.0,17,26,337896,18.066852452276937,14,21.5,3.0,6.0,230.0,200.0
6.0,18,26,278616,25.523239657447622,14,22.0,3.0,6.0,320.0,332.0
6.0,19,26,337896,23.565459720361222,14,22.5,3.0,6.0,300.0,300.0
6.0,19,28,278616,23.928037178857146,14,23.5,3.0,6.0,300.0,300.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
7.0,15,23,58900,34.779082977241025,14,19.0,5.5,8.0,382.0,391.0
7.0,15,23,58900,34.779082977241025,14,19.0,5.5,8.0,382.0,391.0
7.0,17,24,58900,24.399984915970144,14,20.5,3.5,6.0,268.0,258.0
7.0,13,20,281556,37.19493693794182,14,16.5,6.2,8.0,507.5,465.0
7.0,22,33,58900,19.119391165498996,14,27.5,3.0,6.0,210.0,400.0
7.0,17,24,58900,24.399984915970144,14,20.5,3.5,6.0,268.0,258.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
7.0,16,23,401760,20.769377304652135,14,19.5,3.5,6.0,268.0,258.0
7.0,11,15,333684,30.036280886960597,15,13.0,5.5,8.0,382.0,391.0
5.0,11,15,688896,37.19450189823431,15,13.0,5.4,8.0,500.0,516.0
7.0,11,15,333684,30.036280886960597,14,13.0,5.5,8.0,382.0,391.0
5.0,11,13,333684,37.19493693794182,14,12.0,5.4,8.0,500.0,516.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,14,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,14,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,16,26,3090960,28.774104176941776,15,21.0,6.2,8.0,430.0,424.0
6.0,15,25,3090960,28.774104176941776,15,20.0,6.2,8.0,430.0,424.0
6.0,16,26,21854,27.021116983203942,15,21.0,3.0,6.0,270.0,223.0
6.0,18,27,18914,27.417540247929757,15,22.5,3.0,6.0,270.0,223.0
6.0,14,18,402752,31.22559592364275,14,16.0,6.2,8.0,403.0,417.0
6.0,16,26,21854,27.021116983203942,15,21.0,3.0,6.0,270.0,223.0
6.0,18,27,18914,27.417540247929757,15,22.5,3.0,6.0,270.0,223.0
6.0,18,27,21854,27.021116983203942,15,22.5,3.0,6.0,270.0,223.0
6.0,18,27,18914,27.417540247929757,15,22.5,3.0,6.0,270.0,223.0
6.0,16,25,18914,30.870119390261653,15,20.5,3.6,6.0,304.0,273.0
6.0,18,27,18914,30.870119390261653,15,22.5,3.6,6.0,304.0,273.0
6.0,16,25,18914,30.870119390261653,15,20.5,3.6,6.0,304.0,273.0
6.0,18,27,18914,30.870119390261653,15,22.5,3.6,6.0,304.0,273.0
6.0,18,27,18914,30.870119390261653,15,22.5,3.6,6.0,304.0,273.0
6.0,18,27,18914,30.870119390261653,15,22.5,3.6,6.0,304.0,273.0
5.0,17,23,543400,22.036101195030994,14,20.0,2.0,4.0,291.0,300.0
5.0,16,22,543400,22.036101195030994,15,19.0,2.0,4.0,291.0,300.0
5.0,24,32,9460344,9.067268363715307,14,28.0,2.0,4.0,148.0,145.0
5.0,22,31,9460344,10.29257489935251,14,26.5,2.4,4.0,168.0,167.0
5.0,20,27,9460344,10.29257489935251,15,23.5,2.4,4.0,168.0,167.0
